,chapter,sents
2272,花散里,御おとうとの三の君、内裏わたりにてはかなうほのめきたまひしなごりの、例の御心なれば、さすがに忘れも果てたまはず、わざとももてなしたまはぬに、人の御心をのみ尽くし果てたまふべかめるをも、このごろ残ることなく思し乱るる世のあはれのくさはひには、思ひ出でたまふには、忍びがたくて、五月雨の空めづらしく晴れたる雲間に渡りたまふ。
2273,花散里,何ばかりの御よそひなく、うちやつして、御前などもなく、忍びて、中川のほどおはし過ぐるに、ささやかなる家の、木立などよしばめるに、よく鳴る琴を、あづまに調べて、掻き合はせ、にぎははしく弾きなすなり。
2274,花散里,御耳とまりて、門近なる所なれば、すこしさし出でて見入れたまへば、大きなる桂の木の追ひ風に、祭のころ思し出でられて、そこはかとなくけはひをかしきを、「ただ一目見たまひし宿りなり」と見たまふ。
2275,花散里,ただならず、「ほど経にける、おぼめかしくや」と、つつましけれど、過ぎがてにやすらひたまふ、折しも、ほととぎす鳴きて渡る。
2276,花散里,もよほしきこえ顔なれば、御車おし返させて、例の、惟光入れたまふ。
2277,花散里,「をちかへりえぞ忍ばれぬほととぎすほの語らひし宿の垣根に」寝殿とおぼしき屋の西の妻に人びとゐたり。
2278,花散里,先々も聞きし声なれば、声づくりけしきとりて、御消息聞こゆ。
2279,花散里,若やかなるけしきどもして、おぼめくなるべし。
2280,花散里,「ほととぎす言問ふ声はそれなれどあなおぼつかな五月雨の空」ことさらたどると見れば、「よしよし、植ゑし垣根も」とて出づるを、人知れぬ心には、ねたうもあはれにも思ひけり。
2281,花散里,「さも、つつむべきことぞかし。ことわりにもあれば、さすがなり。かやうの際に、筑紫の五節が、らうたげなりしはや」と、まづ思し出づ。
2282,花散里,いかなるにつけても、御心の暇なく苦しげなり。
2283,花散里,年月を経ても、なほかやうに、見しあたり、情け過ぐしたまはぬにしも、なかなか、あまたの人のもの思ひぐさなり。
2284,花散里,かの本意の所は、思しやりつるもしるく、人目なく、静かにておはするありさまを見たまふも、いとあはれなり。
2285,花散里,まづ、女御の御方にて、昔の御物語など聞こえたまふに、夜更けにけり。
2286,花散里,二十日の月さし出づるほどに、いとど木高き蔭ども木暗く見えわたりて、近き橘の薫りなつかしく匂ひて、女御の御けはひ、ねびにたれど、あくまで用意あり、あてにらうたげなり。
2287,花散里,「すぐれてはなやかなる御おぼえこそなかりしかど、むつましうなつかしき方には思したりしものを」など、思ひ出できこえたまふにつけても、昔のことかきつらね思されて、うち泣きたまふ。
2288,花散里,ほととぎす、ありつる垣根のにや、同じ声にうち鳴く。
2289,花散里,「慕ひ来にけるよ」と、思さるるほども、艶なりかし。
2290,花散里,「いかに知りてか」など、忍びやかにうち誦んじたまふ。
2291,花散里,「橘の香をなつかしみほととぎす花散る里をたづねてぞとふいにしへの忘れがたき慰めには、なほ参りはべりぬべかりけり。こよなうこそ、紛るることも、数添ふこともはべりけれ。おほかたの世に従ふものなれば、昔語もかきくづすべき人少なうなりゆくを、まして、つれづれも紛れなく思さるらむ」と聞こえたまふに、いとさらなる世なれど、ものをいとあはれに思し続けたる御けしきの浅からぬも、人の御さまからにや、多くあはれぞ添ひにける。
2292,花散里,「人目なく荒れたる宿は橘の花こそ軒のつまとなりけれ」とばかりのたまへる、「さはいへど、人にはいとことなりけり」と、思し比べらる。
2293,花散里,西面には、わざとなく、忍びやかにうち振る舞ひたまひて、覗きたまへるも、めづらしきに添へて、世に目なれぬ御さまなれば、つらさも忘れぬべし。
2294,花散里,何やかやと、例の、なつかしく語らひたまふも、思さぬことにあらざるべし。
2295,花散里,かりにも見たまふかぎりは、おしなべての際にはあらず、さまざまにつけて、いふかひなしと思さるるはなければにや、憎げなく、我も人も情けを交はしつつ、過ぐしたまふなりけり。
2296,花散里,それをあいなしと思ふ人は、とにかくに変はるも、「ことわりの、世のさが」と、思ひなしたまふ。
2297,花散里,ありつる垣根も、さやうにて、ありさま変はりにたるあたりなりけり。
2298,須磨,須磨世の中、いとわづらはしく、はしたなきことのみまされば、「せめて知らず顔にあり経ても、これよりまさることもや」と思しなりぬ。
2299,須磨,「かの須磨は、昔こそ人の住みかなどもありけれ、今は、いと里離れ心すごくて、海人の家だにまれに」など聞きたまへど、「人しげく、ひたたけたらむ住まひは、いと本意なかるべし。さりとて、都を遠ざからむも、故郷おぼつかなかるべきを」、人悪くぞ思し乱るる。
2300,須磨,よろづのこと、来し方行く末、思ひ続けたまふに、悲しきこといとさまざまなり。
2301,須磨,憂きものと思ひ捨てつる世も、今はと住み離れなむことを思すには、いと捨てがたきこと多かるなかにも、姫君の、明け暮れにそへては、思ひ嘆きたまへるさまの、心苦しうあはれなるを、「行きめぐりても、また逢ひ見むことをかならず」と、思さむにてだに、なほ一、二日のほど、よそよそに明かし暮らす折々だに、おぼつかなきものにおぼえ、女君も心細うのみ思ひたまへるを、「幾年そのほどと限りある道にもあらず、逢ふを限りに隔たりゆかむも、定めなき世に、やがて別るべき門出にもや」と、いみじうおぼえたまへば、「忍びてもろともにもや」と、思し寄る折あれど、さる心細からむ海づらの、波風よりほかに立ちまじる人もなからむに、かくらうたき御さまにて、引き具したまへらむも、いとつきなく、わが心にも、「なかなか、もの思ひのつまなるべきを」など思し返すを、女君は、「いみじからむ道にも、後れきこえずだにあらば」と、おもむけて、恨めしげに思いたり。
2302,須磨,かの花散里にも、おはし通ふことこそまれなれ、心細くあはれなる御ありさまを、この御蔭に隠れてものしたまへば、思し嘆きたるさまも、いとことわりなり。
2303,須磨,なほざりにても、ほのかに見たてまつり通ひたまひし所々、人知れぬ心をくだきたまふ人ぞ多かりける。
2304,須磨,入道の宮よりも、「ものの聞こえや、またいかがとりなさむ」と、わが御ためつつましけれど、忍びつつ御とぶらひ常にあり。
2305,須磨,「昔、かやうに相思し、あはれをも見せたまはましかば」と、うち思ひ出でたまふにも、「さも、さまざまに、心をのみ尽くすべかりける人の御契りかな」と、つらく思ひきこえたまふ。
2306,須磨,三月二十日あまりのほどになむ、都を離れたまひける。
2307,須磨,人にいつとしも知らせたまはず、ただいと近う仕うまつり馴れたる限り、七、八人ばかり御供にて、いとかすかに出で立ちたまふ。
2308,須磨,さるべき所々に、御文ばかりうち忍びたまひしにも、あはれと忍ばるばかり尽くいたまへるは、見どころもありぬべかりしかど、その折の、心地の紛れに、はかばかしうも聞き置かずなりにけり。
2309,須磨,二、三日かねて、夜に隠れて、大殿に渡りたまへり。
2310,須磨,網代車のうちやつれたるにて、女車のやうにて隠ろへ入りたまふも、いとあはれに、夢とのみ見ゆ。
2311,須磨,御方、いと寂しげにうち荒れたる心地して、若君の御乳母ども、昔さぶらひし人のなかに、まかで散らぬ限り、かく渡りたまへるをめづらしがりきこえて、参う上り集ひて見たてまつるにつけても、ことにもの深からぬ若き人びとさへ、世の常なさ思ひ知られて、涙にくれたり。
2312,須磨,若君はいとうつくしうて、され走りおはしたり。
2313,須磨,「久しきほどに、忘れぬこそ、あはれなれ」とて、膝に据ゑたまへる御けしき、忍びがたげなり。
2314,須磨,大臣、こなたに渡りたまひて、対面したまへり。
2315,須磨,「つれづれに籠もらせたまへらむほど、何とはべらぬ昔物語も、参りて、聞こえさせむと思うたまへれど、身の病重きにより、朝廷にも仕うまつらず、位をも返したてまつりてはべるに、私ざまには腰のべてなむと、ものの聞こえひがひがしかるべきを、今は世の中憚るべき身にもはべらねど、いちはやき世のいと恐ろしうはべるなり。かかる御ことを見たまふるにつけて、命長きは心憂く思うたまへらるる世の末にもはべるかな。天の下をさかさまになしても、思うたまへ寄らざりし御ありさまを見たまふれば、よろづいとあぢきなくなむ」と聞こえたまひて、いたうしほたれたまふ。
2316,須磨,「とあることも、かかることも、前の世の報いにこそはべるなれば、言ひもてゆけば、ただ、みづからのおこたりになむはべる。さして、かく、官爵を取られず、あさはかなることにかかづらひてだに、朝廷のかしこまりなる人の、うつしざまにて世の中にあり経るは、咎重きわざに人の国にもしはべるなるを、遠く放ちつかはすべき定めなどもはべるなるは、さま異なる罪に当たるべきにこそはべるなれ。濁りなき心にまかせて、つれなく過ぐしはべらむも、いと憚り多く、これより大きなる恥にのぞまぬさきに、世を逃れなむと思うたまへ立ちぬる」など、こまやかに聞こえたまふ。
2317,須磨,昔の御物語、院の御こと、思しのたまはせし御心ばへなど聞こえ出でたまひて、御直衣の袖もえ引き放ちたまはぬに、君も、え心強くもてなしたまはず。
2318,須磨,若君の何心なく紛れありきて、これかれに馴れきこえたまふを、いみじと思いたり。
2319,須磨,「過ぎはべりにし人を、世に思うたまへ忘るる世なくのみ、今に悲しびはべるを、この御ことになむ、もしはべる世ならましかば、いかやうに思ひ嘆きはべらまし。よくぞ短くて、かかる夢を見ずなりにけると、思うたまへ慰めはべり。幼くものしたまふが、かく齢過ぎぬるなかにとまりたまひて、なづさひきこえぬ月日や隔たりたまはむと思ひたまふるをなむ、よろづのことよりも、悲しうはべる。いにしへの人も、まことに犯しあるにてしも、かかることに当たらざりけり。なほさるべきにて、人の朝廷にもかかるたぐひ多うはべりけり。されど、言ひ出づる節ありてこそ、さることもはべりけれ、とざまかうざまに、思ひたまへ寄らむかたなくなむ」など、多くの御物語聞こえたまふ。
2320,須磨,三位中将も参りあひたまひて、大御酒など参りたまふに、夜更けぬれば、泊まりたまひて、人びと御前にさぶらはせたまひて、物語などせさせたまふ。
2321,須磨,人よりはこよなう忍び思す中納言の君、言へばえに悲しう思へるさまを、人知れずあはれと思す。
2322,須磨,人皆静まりぬるに、とりわきて語らひたまふ。
2323,須磨,これにより泊まりたまへるなるべし。
2324,須磨,明けぬれば、夜深う出でたまふに、有明の月いとをかし。
2325,須磨,花の木どもやうやう盛り過ぎて、わづかなる木蔭の、いと白き庭に薄く霧りわたりたる、そこはかとなく霞みあひて、秋の夜のあはれにおほくたちまされり。
2326,須磨,隅の高欄におしかかりて、とばかり、眺めたまふ。
2327,須磨,中納言の君、見たてまつり送らむとにや、妻戸おし開けてゐたり。
2328,須磨,「また対面あらむことこそ、思へばいと難けれ。かかりける世を知らで、心やすくもありぬべかりし月ごろ、さしも急がで、隔てしよ」などのたまへば、ものも聞こえず泣く。
2329,須磨,若君の御乳母の宰相の君して、宮の御前より御消息聞こえたまへり。
2330,須磨,「身づから聞こえまほしきを、かきくらす乱り心地ためらひはべるほどに、いと夜深う出でさせたまふなるも、さま変はりたる心地のみしはべるかな。心苦しき人のいぎたなきほどは、しばしもやすらはせたまはで」と聞こえたまへれば、うち泣きたまひて、「鳥辺山燃えし煙もまがふやと海人の塩焼く浦見にぞ行く」御返りともなくうち誦じたまひて、「暁の別れは、かうのみや心尽くしなる。思ひ知りたまへる人もあらむかし」とのたまへば、「いつとなく、別れといふ文字こそうたてはべるなるなかにも、今朝はなほたぐひあるまじう思うたまへらるるほどかな」と、鼻声にて、げに浅からず思へり。
2331,須磨,「聞こえさせまほしきことも、返す返す思うたまへながら、ただに結ぼほれはべるほど、推し量らせたまへ。いぎたなき人は、見たまへむにつけても、なかなか、憂き世逃れがたう思うたまへられぬべければ、心強う思うたまへなして、急ぎまかではべり」と聞こえたまふ。
2332,須磨,出でたまふほどを、人びと覗きて見たてまつる。
2333,須磨,入り方の月いと明きに、いとどなまめかしうきよらにて、ものを思いたるさま、虎、狼だに泣きぬべし。
2334,須磨,まして、いはけなくおはせしほどより見たてまつりそめてし人びとなれば、たとしへなき御ありさまをいみじと思ふ。
2335,須磨,まことや、御返り、「亡き人の別れやいとど隔たらむ煙となりし雲居ならでは」取り添へて、あはれのみ尽きせず、出でたまひぬる名残、ゆゆしきまで泣きあへり。
2336,須磨,殿におはしたれば、わが御方の人びとも、まどろまざりけるけしきにて、所々に群れゐて、あさましとのみ世を思へるけしきなり。
2337,須磨,侍には、親しう仕まつる限りは、御供に参るべき心まうけして、私の別れ惜しむほどにや、人もなし。
2338,須磨,さらぬ人は、とぶらひ参るも重き咎めあり、わづらはしきことまされば、所狭く集ひし馬、車の方もなく、寂しきに、「世は憂きものなりけり」と、思し知らる。
2339,須磨,台盤なども、かたへは塵ばみて、畳、所々引き返したり。
2340,須磨,「見るほどだにかかり。ましていかに荒れゆかむ」と思す。
2341,須磨,西の対に渡りたまへれば、御格子も参らで、眺め明かしたまひければ、簀子などに、若き童女、所々に臥して、今ぞ起き騒ぐ。
2342,須磨,宿直姿どもをかしうてゐるを見たまふにも、心細う、「年月経ば、かかる人びとも、えしもあり果てでや、行き散らむ」など、さしもあるまじきことさへ、御目のみとまりけり。
2343,須磨,「昨夜は、しかしかして夜更けにしかばなむ。例の思はずなるさまにや思しなしつる。かくてはべるほどだに御目離れずと思ふを、かく世を離るる際には、心苦しきことのおのづから多かりける、ひたやごもりにてやは。常なき世に、人にも情けなきものと心おかれ果てむと、いとほしうてなむ」と聞こえたまへば、「かかる世を見るよりほかに、思はずなることは、何ごとにか」とばかりのたまひて、いみじと思し入れたるさま、人よりことなるを、ことわりぞかし、父親王、いとおろかにもとより思しつきにけるに、まして、世の聞こえをわづらはしがりて、訪れきこえたまはず、御とぶらひにだに渡りたまはぬを、人の見るらむことも恥づかしく、なかなか知られたてまつらでやみなましを、継母の北の方などの、「にはかなりし幸ひのあわたたしさ。あな、ゆゆしや。思ふ人、方々につけて別れたまふ人かな」とのたまひけるを、さる便りありて漏り聞きたまふにも、いみじう心憂ければ、これよりも絶えて訪れきこえたまはず。
2344,須磨,また頼もしき人もなく、げにぞ、あはれなる御ありさまなる。
2345,須磨,「なほ世に許されがたうて、年月を経ば、巌の中にも迎へたてまつらむ。ただ今は、人聞きのいとつきなかるべきなり。朝廷にかしこまりきこゆる人は、明らかなる月日の影をだに見ず、安らかに身を振る舞ふことも、いと罪重かなり。過ちなけれど、さるべきにこそかかることもあらめと思ふに、まして思ふ人具するは、例なきことなるを、ひたおもむきにものぐるほしき世にて、立ちまさることもありなむ」など聞こえ知らせたまふ。
2346,須磨,日たくるまで大殿籠もれり。
2347,須磨,帥宮、三位中将などおはしたり。
2348,須磨,対面したまはむとて、御直衣などたてまつる。
2349,須磨,「位なき人は」とて、無紋の直衣、なかなか、いとなつかしきを着たまひて、うちやつれたまへる、いとめでたし。
2350,須磨,御鬢かきたまふとて、鏡台に寄りたまへるに、面痩せたまへる影の、我ながらいとあてにきよらなれば、「こよなうこそ、衰へにけれ。この影のやうにや痩せてはべる。あはれなるわざかな」とのたまへば、女君、涙一目うけて、見おこせたまへる、いと忍びがたし。
2351,須磨,「身はかくてさすらへぬとも君があたり去らぬ鏡の影は離れじ」と、聞こえたまへば、「別れても影だにとまるものならば鏡を見ても慰めてまし」柱隠れにゐ隠れて、涙を紛らはしたまへるさま、「なほ、ここら見るなかにたぐひなかりけり」と、思し知らるる人の御ありさまなり。
2352,須磨,親王は、あはれなる御物語聞こえたまひて、暮るるほどに帰りたまひぬ。
2353,須磨,花散里の心細げに思して、常に聞こえたまふもことわりにて、「かの人も、今ひとたび見ずは、つらしとや思はむ」と思せば、その夜は、また出でたまふものから、いともの憂くて、いたう更かしておはしたれば、女御、「かく数まへたまひて、立ち寄らせたまへること」と、よろこびきこえたまふさま、書き続けむもうるさし。
2354,須磨,いといみじう心細き御ありさま、ただ御蔭に隠れて過ぐいたまへる年月、いとど荒れまさらむほど思しやられて、殿の内、いとかすかなり。
2355,須磨,月おぼろにさし出でて、池広く、山木深きわたり、心細げに見ゆるにも、住み離れたらむ巌のなか、思しやらる。
2356,須磨,西面は、「かうしも渡りたまはずや」と、うち屈して思しけるに、あはれ添へたる月影の、なまめかしうしめやかなるに、うち振る舞ひたまへるにほひ、似るものなくて、いと忍びやかに入りたまへば、すこしゐざり出でて、やがて月を見ておはす。
2357,須磨,またここに御物語のほどに、明け方近うなりにけり。
2358,須磨,「短夜のほどや。かばかりの対面も、またはえしもやと思ふこそ、ことなしにて過ぐしつる年ごろも悔しう、来し方行く先のためしになるべき身にて、何となく心のどまる世なくこそありけれ」と、過ぎにし方のことどものたまひて、鶏もしばしば鳴けば、世につつみて急ぎ出でたまふ。
2359,須磨,例の、月の入り果つるほど、よそへられて、あはれなり。
2360,須磨,女君の濃き御衣に映りて、げに、漏るる顔なれば、「月影の宿れる袖はせばくともとめても見ばやあかぬ光を」いみじと思いたるが、心苦しければ、かつは慰めきこえたまふ。
2361,須磨,「行きめぐりつひにすむべき月影のしばし雲らむ空な眺めそ思へば、はかなしや。ただ、知らぬ涙のみこそ、心を昏らすものなれ」などのたまひて、明けぐれのほどに出でたまひぬ。
2362,須磨,よろづのことどもしたためさせたまふ。
2363,須磨,親しう仕まつり、世になびかぬ限りの人びと、殿の事とり行なふべき上下、定め置かせたまふ。
2364,須磨,御供に慕ひきこゆる限りは、また選り出でたまへり。
2365,須磨,かの山里の御住みかの具は、えさらずとり使ひたまふべきものども、ことさらよそひもなくことそぎて、さるべき書ども『文集』など入りたる箱、さては琴一つぞ持たせたまふ。
2366,須磨,所狭き御調度、はなやかなる御よそひなど、さらに具したまはず、あやしの山賤めきてもてなしたまふ。
2367,須磨,さぶらふ人びとよりはじめ、よろづのこと、みな西の対に聞こえわたしたまふ。
2368,須磨,領じたまふ御荘、御牧よりはじめて、さるべき所々、券など、みなたてまつり置きたまふ。
2369,須磨,それよりほかの御倉町、納殿などいふことまで、少納言をはかばかしきものに見置きたまへれば、親しき家司ども具して、しろしめすべきさまどものたまひ預く。
2370,須磨,わが御方の中務、中将などやうの人びと、つれなき御もてなしながら、見たてまつるほどこそ慰めつれ、「何ごとにつけてか」と思へども、「命ありてこの世にまた帰るやうもあらむを、待ちつけむと思はむ人は、こなたにさぶらへ」とのたまひて、上下、皆参う上らせたまふ。
2371,須磨,若君の御乳母たち、花散里なども、をかしきさまのはさるものにて、まめまめしき筋に思し寄らぬことなし。
2372,須磨,尚侍の御もとに、わりなくして聞こえたまふ。
2373,須磨,「問はせたまはぬも、ことわりに思ひたまへながら、今はと、世を思ひ果つるほどの憂さもつらさも、たぐひなきことにこそはべりけれ。逢ふ瀬なき涙の河に沈みしや流るる澪の初めなりけむと思ひたまへ出づるのみなむ、罪逃れがたうはべりける」道のほども危ふければ、こまかには聞こえたまはず。
2374,須磨,女、いといみじうおぼえたまひて、忍びたまへど、御袖よりあまるも所狭うなむ。
2375,須磨,「涙河浮かぶ水泡も消えぬべし流れて後の瀬をも待たずて」泣く泣く乱れ書きたまへる御手、いとをかしげなり。
2376,須磨,今ひとたび対面なくやと思すは、なほ口惜しけれど、思し返して、憂しと思しなすゆかり多うて、おぼろけならず忍びたまへば、いとあながちにも聞こえたまはずなりぬ。
2377,須磨,明日とて、暮には、院の御墓拝みたてまつりたまふとて、北山へ詣でたまふ。
2378,須磨,暁かけて月出づるころなれば、まづ、入道の宮に参うでたまふ。
2379,須磨,近き御簾の前に御座参りて、御みづから聞こえさせたまふ。
2380,須磨,春宮の御事をいみじううしろめたきものに思ひきこえたまふ。
2381,須磨,かたみに心深きどちの御物語は、よろづあはれまさりけむかし。
2382,須磨,なつかしうめでたき御けはひの昔に変はらぬに、つらかりし御心ばへも、かすめきこえさせまほしけれど、今さらにうたてと思さるべし、わが御心にも、なかなか今ひときは乱れまさりぬべければ、念じ返して、ただ、「かく思ひかけぬ罪に当たりはべるも、思うたまへあはすることの一節になむ、空も恐ろしうはべる。惜しげなき身はなきになしても、宮の御世にだに、ことなくおはしまさば」とのみ聞こえたまふぞ、ことわりなるや。
2383,須磨,宮も、みな思し知らるることにしあれば、御心のみ動きて、聞こえやりたまはず。
2384,須磨,大将、よろづのことかき集め思し続けて、泣きたまへるけしき、いと尽きせずなまめきたり。
2385,須磨,「御山に参りはべるを、御ことつてや」と聞こえたまふに、とみにものも聞こえたまはず、わりなくためらひたまふ御けしきなり。
2386,須磨,「見しはなくあるは悲しき世の果てを背きしかひもなくなくぞ経る」いみじき御心惑ひどもに、思し集むることどもも、えぞ続けさせたまはぬ。
2387,須磨,「別れしに悲しきことは尽きにしをまたぞこの世の憂さはまされる」月待ち出でて出でたまふ。
2388,須磨,御供にただ五、六人ばかり、下人もむつましき限りして、御馬にてぞおはする。
2389,須磨,さらなることなれど、ありし世の御ありきに異なり、皆いと悲しう思ふなり。
2390,須磨,なかに、かの御禊の日、仮の御随身にて仕うまつりし右近の将監の蔵人、得べきかうぶりもほど過ぎつるを、つひに御簡削られ、官も取られて、はしたなければ、御供に参るうちなり。
2391,須磨,賀茂の下の御社を、かれと見渡すほど、ふと思ひ出でられて、下りて、御馬の口を取る。
2392,須磨,「ひき連れて葵かざししそのかみを思へばつらし賀茂の瑞垣」と言ふを、「げに、いかに思ふらむ。人よりけにはなやかなりしものを」と思すも、心苦し。
2393,須磨,君も、御馬より下りたまひて、御社のかた拝みたまふ。
2394,須磨,神にまかり申したまふ。
2395,須磨,「憂き世をば今ぞ別るるとどまらむ名をば糺の神にまかせて」とのたまふさま、ものめでする若き人にて、身にしみてあはれにめでたしと見たてまつる。
2396,須磨,御山に詣うでたまひて、おはしましし御ありさま、ただ目の前のやうに思し出でらる。
2397,須磨,限りなきにても、世に亡くなりぬる人ぞ、言はむかたなく口惜しきわざなりける。
2398,須磨,よろづのことを泣く泣く申したまひても、そのことわりをあらはに承りたまはねば、「さばかり思しのたまはせしさまざまの御遺言は、いづちか消え失せにけむ」と、いふかひなし。
2399,須磨,御墓は、道の草茂くなりて、分け入りたまふほど、いとど露けきに、月も隠れて、森の木立、木深く心すごし。
2400,須磨,帰り出でむ方もなき心地して、拝みたまふに、ありし御面影、さやかに見えたまへる、そぞろ寒きほどなり。
2401,須磨,「亡き影やいかが見るらむよそへつつ眺むる月も雲隠れぬる」明け果つるほどに帰りたまひて、春宮にも御消息聞こえたまふ。
2402,須磨,王命婦を御代はりにてさぶらはせたまへば、「その御局に」とて、「今日なむ、都離れはべる。また参りはべらずなりぬるなむ、あまたの憂へにまさりて思うたまへられはべる。よろづ推し量りて啓したまへ。いつかまた春の都の花を見む時失へる山賤にして」桜の散りすきたる枝につけたまへり。
2403,須磨,「かくなむ」と御覧ぜさすれば、幼き御心地にもまめだちておはします。
2404,須磨,「御返りいかがものしたまふらむ」と啓すれば、「しばし見ぬだに恋しきものを、遠くはましていかに、と言へかし」とのたまはす。
2405,須磨,「ものはかなの御返りや」と、あはれに見たてまつる。
2406,須磨,あぢきなきことに御心をくだきたまひし昔のこと、折々の御ありさま、思ひ続けらるるにも、もの思ひなくて我も人も過ぐいたまひつべかりける世を、心と思し嘆きけるを悔しう、わが心ひとつにかからむことのやうにぞおぼゆる。
2407,須磨,御返りは、「さらに聞こえさせやりはべらず。御前には啓しはべりぬ。心細げに思し召したる御けしきもいみじくなむ」と、そこはかとなく、心の乱れけるなるべし。
2408,須磨,「咲きてとく散るは憂けれどゆく春は花の都を立ち帰り見よ時しあらば」と聞こえて、名残もあはれなる物語をしつつ、一宮のうち、忍びて泣きあへり。
2409,須磨,一目も見たてまつれる人は、かく思しくづほれぬる御ありさまを、嘆き惜しみきこえぬ人なし。
2410,須磨,まして、常に参り馴れたりしは、知り及びたまふまじき長女、御厠人まで、ありがたき御顧みの下なりつるを、「しばしにても、見たてまつらぬほどや経む」と、思ひ嘆きけり。
2411,須磨,おほかたの世の人も、誰かはよろしく思ひきこえむ。
2412,須磨,七つになりたまひしこのかた、帝の御前に夜昼さぶらひたまひて、奏したまふことのならぬはなかりしかば、この御いたはりにかからぬ人なく、御徳をよろこばぬやはありし。
2413,須磨,やむごとなき上達部、弁官などのなかにも多かり。
2414,須磨,それより下は数知らぬを、思ひ知らぬにはあらねど、さしあたりて、いちはやき世を思ひ憚りて、参り寄るもなし。
2415,須磨,世ゆすりて惜しみきこえ、下に朝廷をそしり、恨みたてまつれど、「身を捨ててとぶらひ参らむにも、何のかひかは」と思ふにや、かかる折は人悪ろく、恨めしき人多く、「世の中はあぢきなきものかな」とのみ、よろづにつけて思す。
2416,須磨,その日は、女君に御物語のどかに聞こえ暮らしたまひて、例の、夜深く出でたまふ。
2417,須磨,狩の御衣など、旅の御よそひ、いたくやつしたまひて、「月出でにけりな。なほすこし出でて、見だに送りたまへかし。いかに聞こゆべきこと多くつもりにけりとおぼえむとすらむ。一日、二日たまさかに隔たる折だに、あやしういぶせき心地するものを」とて、御簾巻き上げて、端にいざなひきこえたまへば、女君、泣き沈みたまへるを、ためらひて、ゐざり出でたまへる、月影に、いみじうをかしげにてゐたまへり。
2418,須磨,「わが身かくてはかなき世を別れなば、いかなるさまにさすらへたまはむ」と、うしろめたく悲しけれど、思し入りたるに、いとどしかるべければ、「生ける世の別れを知らで契りつつ命を人に限りけるかなはかなし」など、あさはかに聞こえなしたまへば、「惜しからぬ命に代へて目の前の別れをしばしとどめてしがな」「げに、さぞ思さるらむ」と、いと見捨てがたけれど、明け果てなば、はしたなかるべきにより、急ぎ出でたまひぬ。
2419,須磨,道すがら、面影につと添ひて、胸もふたがりながら、御舟に乗りたまひぬ。
2420,須磨,日長きころなれば、追風さへ添ひて、まだ申の時ばかりに、かの浦に着きたまひぬ。
2421,須磨,かりそめの道にても、かかる旅をならひたまはぬ心地に、心細さもをかしさもめづらかなり。
2422,須磨,大江殿と言ひける所は、いたう荒れて、松ばかりぞしるしなる。
2423,須磨,「唐国に名を残しける人よりも行方知られぬ家居をやせむ」渚に寄る波のかつ返るを見たまひて、「うらやましくも」と、うち誦じたまへるさま、さる世の古言なれど、珍しう聞きなされ、悲しとのみ御供の人びと思へり。
2424,須磨,うち顧みたまへるに、来し方の山は霞はるかにて、まことに「三千里の外」の心地するに、櫂の雫も堪へがたし。
2425,須磨,「故郷を峰の霞は隔つれど眺むる空は同じ雲居か」つらからぬものなくなむ。
2426,須磨,おはすべき所は、行平の中納言の、「藻塩垂れつつ」侘びける家居近きわたりなりけり。
2427,須磨,海づらはやや入りて、あはれにすごげなる山中なり。
2428,須磨,垣のさまよりはじめて、めづらかに見たまふ。
2429,須磨,茅屋ども、葦葺ける廊めく屋など、をかしうしつらひなしたり。
2430,須磨,所につけたる御住まひ、やう変はりて、「かからぬ折ならば、をかしうもありなまし」と、昔の御心のすさび思し出づ。
2431,須磨,近き所々の御荘の司召して、さるべきことどもなど、良清朝臣、親しき家司にて、仰せ行なふもあはれなり。
2432,須磨,時の間に、いと見所ありてしなさせたまふ。
2433,須磨,水深う遣りなし、植木どもなどして、今はと静まりたまふ心地、うつつならず。
2434,須磨,国の守も親しき殿人なれば、忍びて心寄せ仕うまつる。
2435,須磨,かかる旅所ともなう、人騒がしけれども、はかばかしう物をものたまひあはすべき人しなければ、知らぬ国の心地して、いと埋れいたく、「いかで年月を過ぐさまし」と思しやらる。
2436,須磨,やうやう事静まりゆくに、長雨のころになりて、京のことも思しやらるるに、恋しき人多く、女君の思したりしさま、春宮の御事、若君の何心もなく紛れたまひしなどをはじめ、ここかしこ思ひやりきこえたまふ。
2437,須磨,京へ人出だし立てたまふ。
2438,須磨,二条院へたてまつりたまふと、入道の宮のとは、書きもやりたまはず、昏されたまへり。
2439,須磨,宮には、「松島の海人の苫屋もいかならむ須磨の浦人しほたるるころいつとはべらぬなかにも、来し方行く先かきくらし、『汀まさりて』なむ」尚侍の御もとに、例の、中納言の君の私事のやうにて、中なるに、「つれづれと過ぎにし方の思ひたまへ出でらるるにつけても、こりずまの浦のみるめのゆかしきを塩焼く海人やいかが思はむ」さまざま書き尽くしたまふ言の葉、思ひやるべし。
2440,須磨,大殿にも、宰相の乳母にも、仕うまつるべきことなど書きつかはす。
2441,須磨,京には、この御文、所々に見たまひつつ、御心乱れたまふ人びとのみ多かり。
2442,須磨,二条院の君は、そのままに起きも上がりたまはず、尽きせぬさまに思しこがるれば、さぶらふ人びともこしらへわびつつ、心細う思ひあへり。
2443,須磨,もてならしたまひし御調度ども、弾きならしたまひし御琴、脱ぎ捨てたまひつる御衣の匂ひなどにつけても、今はと世になからむ人のやうにのみ思したれば、かつはゆゆしうて、少納言は、僧都に御祈りのことなど聞こゆ。
